period,Battery,Bioenergy,Coal_IGCC,Coal_Sub,Coal_Sup,Diesel,Gas_CCGT,Gas_ICE,Gas_OCGT,Geothermal,Hydro,Nuclear,Oil,PStorage,SolarCSP,SolarPV,Trans_loss,Wind,curt_hydro,curt_vre,Coal,Gas,Other,Solar,Curtailment,scs
2020,0.0,0.01919715749999997,0.0,229.09832514276306,0.0,0.18635400000000002,13.058711320697602,0.0,3.6396596082344295,0.0,68.59333800488014,15.77879999999998,0.015743756204562205,-0.05097729724283923,0.8400171000000004,3.9932312891249993,-1.0422355726213757,7.478728683599999,6.29768237558892e-15,1.665481086376985e-16,229.09832514276306,16.698370928932032,0.2212949137045622,4.833248389125,6.4642304842266186e-15,Static Costs
2025,-6.431832844100426e-17,0.0,0.0,225.82462740748144,0.0,0.15430130384408255,46.70407074920851,19.72350000000004,0.2611833614459333,0.0,83.17354641887574,15.77879999999998,0.0,-0.06559465998879593,0.8400170999999999,3.993231289125,-2.0145316559938675,7.478728683620846,9.225534114420948e-15,-2.0842875227063584e-11,225.82462740748144,66.68875411065449,0.15430130384408255,4.833248389125,-2.0833649692949162e-11,Static Costs
2030,0.0,0.07764749999999715,0.0,232.87025589379235,0.0,0.07835399999999988,110.43208113884917,25.69564193061356,1.2412557028150857,0.0,85.08066882822143,15.77879999999999,0.0,-0.9025100922610927,0.8400171,3.9932312891249984,-5.748573862991724,8.43592107424675,1.6319591011892963e-14,-2.0842830100050346e-11,232.87025589379235,137.3689787722778,0.15600149999999702,4.833248389124998,-2.0826510509038453e-11,Static Costs
2035,0.0,0.2815408812196453,0.0,237.04354266752557,0.0,0.07835399999999988,165.6393756644871,39.8221123987116,15.860779927455548,1.7531999999999996,91.59512408562817,15.778799999999968,0.0,-3.6191504810621717,0.8400171000000003,6.534585514218678,-9.432651018191763,14.416473614027694,7.882071884068862e-15,-2.0843026320383767e-11,237.04354266752557,221.32226799065424,2.1130948812196446,7.374602614218679,-2.0835144248499697e-11,Static Costs
2040,-1.4101616717724315,0.32729759999996966,0.0,209.80301992863966,0.0,0.0,244.53796831792062,41.971855873159036,58.20281353656342,1.7531999999999979,105.59238186284112,15.778799999999984,0.008760940808228,-4.937765985981574,0.8400170999999999,19.079449108531314,-15.01821910216827,35.646947193821156,1.3813174604138115e-14,-2.08428216511969e-11,209.80301992863966,344.7126377276431,2.0892585408081956,19.919466208531315,-2.082900847659276e-11,Static Costs
2020,0.0,0.1295176499999997,0.0,228.01465064789016,0.0,0.1956883031167186,8.846412695665506,0.0,3.281532146200691,1.7531999999999996,70.3081003315892,15.77879999999998,0.04022485195606282,-0.05658226670368116,0.8400171000000004,4.883203366389658,-1.0692095659790088,8.658997444666834,0.006943085291291055,0.06562992503089812,228.01465064789016,12.127944841866197,2.1186308050727805,5.723220466389659,0.07257301032218919,Existing Tx
2025,0.0,0.05926645592529626,0.0,232.92550660460105,0.0,0.10860345581219924,26.39348151911205,19.72350000000004,0.22848647181919304,1.7531999999999983,90.31806195960743,15.77879999999998,0.07262931026333445,-0.1531035307162074,0.8400171,5.406713234511838,-1.047344781316394,9.376295328505057,0.0032327193570756076,0.04695265987175209,232.92550660460105,46.34546799093128,1.9936992220008283,6.246730334511838,0.050185379228827695,Existing Tx
2030,0.0,0.16844396354337612,0.0,245.38519716457012,0.0,0.05780612508102175,55.6562442867783,19.723500000000055,1.7103492213702078,1.753199999999997,107.5363877727118,15.77879999999999,0.031551297479425984,-1.1035167047654595,0.8400171,14.931508682269348,-3.2266067322782384,18.47424880492664,0.3239645840675412,0.4533737179218671,245.38519716457012,77.09009350814857,2.0110013861038207,15.771525782269348,0.7773383019894082,Existing Tx
2035,-8.173532105239142,0.19648268779566902,0.0,218.37837560459405,0.0,0.04035029691335132,62.06998875334567,32.28411163353378,2.5491219331088306,1.7531999999999996,110.27649651331754,15.778799999999968,0.19698731041495157,-2.46959045454638,0.8400171000000002,97.97431979883683,-3.2109201696583196,42.080037162258854,4.957747250259111e-05,0.26676799201251183,218.37837560459405,96.90322231998829,2.1870202951239714,98.81433689883683,0.26681756948501445,Existing Tx
2040,-26.061627140382125,0.2708855156249698,0.0,199.56700743590673,0.0,0.0,79.50973793916724,31.19244711321003,11.040752686678436,1.7531999999999979,117.4446541716811,15.778799999999984,0.3627281753432472,-4.190800572032157,0.8400170999999996,157.75917428897026,-4.394506479488474,111.01734411161087,6.6502994222617014e-15,1.0528015153600663,199.56700743590673,121.7429377390557,2.3868136909682147,158.59919138897027,1.052801515360073,Existing Tx
2020,0.0,0.12903868736344784,0.0,229.6304925031411,0.0,0.19555585305280768,12.033051484313006,0.0,1.8493682259804913,0.0,70.30484209824724,15.77879999999998,0.06825896929218443,-0.15905701633582223,0.8400171000000003,3.996039257339091,-0.9109842927132589,7.769773388994335,0.001767009772297495,0.10976894423611444,229.6304925031411,13.882419710293497,0.3928535097084399,4.836056357339091,0.11153595400841193,Planned Tx
2025,0.0,0.0,0.0,235.8642315152398,0.0,0.0,35.71688727552076,19.72350000000004,0.0,0.0,83.58174292335246,15.77879999999998,0.0,-0.14221967553800957,0.8400171,3.9960392573390915,-1.445999143589379,7.879542333251303,4.436326861423371e-15,-2.084281512580628e-11,235.8642315152398,55.440387275520806,0.0,4.836056357339092,-2.0838378798944857e-11,Planned Tx
2030,0.0,0.16832227499999497,0.0,247.00687343987326,0.0,0.0,59.04188899816597,21.624489621273824,1.1026105616359643,1.753199999999997,105.37954052891878,15.77879999999999,0.0,-1.1014045613041394,0.8400171000000001,12.781242477452384,-3.596280953401608,16.939467137969785,4.583064594498866e-15,-2.0842939952548975e-11,247.00687343987326,81.76898918107577,1.921522274999992,13.621259577452385,-2.0838356887954477e-11,Planned Tx
2035,-7.462624514475533,0.21795501516979576,0.0,216.78698230025108,0.0,0.052235999999999956,64.79850934032983,28.448239950142543,2.5884609956514546,1.7531999999999996,108.58801058823214,15.778799999999968,0.15490976934502187,-2.544580844837764,0.8400171000000002,100.23444524695145,-3.747413717331788,44.62073846182822,9.096368103200801e-15,0.015486344611298697,216.78698230025108,95.83521028612383,2.1783007845148172,101.07446234695145,0.015486344611307793,Planned Tx
2040,-22.723046637924334,0.27182520562496765,0.0,196.52853511546994,0.0,0.05223599999999975,87.10639779692683,31.341654858318428,10.94885511622896,1.7531999999999979,115.2409563711724,15.778799999999984,0.3121503302316396,-4.10781922712474,0.8400170999999997,152.5923708320069,-5.337780348130671,114.18149712426634,0.005623144508676177,0.29051971572341734,196.52853511546994,129.39690777147422,2.389411535856605,153.43238793200692,0.2961428602320935,Planned Tx
2020,0.0,0.12951764999999987,0.0,229.50357070618304,0.0,0.1957893308019172,11.518118735251022,0.0,3.358726521768628,1.7531999999999996,67.6059157488799,15.77879999999998,0.0,-0.05097729724283934,0.8400171000000004,4.567730382716169,-1.0702443688166725,7.478728683599999,7.067194829346589e-15,1.633542190404569e-16,229.50357070618304,14.87684525701965,2.0785069808019165,5.40774748271617,7.230549048387046e-15,Reference
2025,0.0,0.05926645592529531,4.2996362026315185e-16,233.16338229395956,0.0,0.0645130481557225,31.576638660760356,19.72350000000004,0.2050811600008771,1.7531999999999983,88.05243268269857,15.77879999999998,0.0,-0.1333151974839875,0.8400170999999999,4.56773038271617,-1.3305380569741423,7.478728683620846,3.6433220884646296e-15,-2.0842874644418537e-11,233.16338229395956,51.505219820761276,1.8769795040810162,5.40774748271617,-2.0839231322330072e-11,Reference
2030,0.0,0.14398500104337517,2.800106813083403e-16,244.18505251253112,1.1527845344971867e-16,0.02334446079201348,57.886202044647504,19.723500000000055,1.5923856041159512,1.753199999999997,105.96866527677845,15.77879999999999,0.0,-1.145072061146213,0.8400171,17.70789729728148,-3.113127138251036,16.34010041591357,5.4998245957449405e-15,0.014944165201869126,244.18505251253112,79.20208764876351,1.9205294618353856,18.54791439728148,0.014944165201874625,Reference
2035,-6.88788863046792,0.19731271279566945,7.753442332614214e-17,215.71798088818161,0.0,0.05223599999999984,69.6008528474926,31.974987270057543,2.2761053305805565,1.7531999999999996,109.54888785933747,15.778799999999968,0.0,-2.417023493286753,0.8400171000000003,96.57464428809129,-3.584444167335754,40.26745455107267,5.723725493567146e-15,0.08687365212919143,215.71798088818161,103.8519454481307,2.0027487127956687,97.41466138809129,0.08687365212919715,Reference
2040,-21.986997572820663,0.26120870748237246,1.5481580191660558e-15,187.25336891791036,0.0,0.0,97.94624953239615,31.12675495533251,10.892971786252948,1.7531999999999979,117.1203810255812,15.778799999999984,0.0,-4.225922211171015,0.8400170999999999,149.84380352345312,-5.475830218540927,114.22798184926589,0.009838118647426746,0.5230733397725091,187.25336891791036,139.96597627398162,2.0144087074823704,150.68382062345313,0.5329114584199359,Reference
2020,0.0,0.1295176500000001,0.0,224.6658324099572,0.0,0.03408762292166106,10.709376715242323,0.0,3.1725640324148046,0.0,75.74589494831567,15.77879999999998,0.011160000000000002,-0.12927838172345818,0.8400171000000002,3.9932312891249997,-0.8816752365318192,7.478728683599999,2.8779272298606902e-15,1.3316547864405953e-16,224.6658324099572,13.881940747657127,0.17476527292166116,4.833248389125,3.0110927085047497e-15,Coal Ret. 55y
2025,0.0,0.06217154342529399,0.0,225.18531754032588,0.0,0.0783539999999999,32.75222835242929,19.72350000000004,0.7148029591683517,0.0,97.50733382642721,15.77879999999998,0.0,-0.5128424525177059,0.8400171,3.993231289125,-2.1931434749684624,7.575760623666289,4.534320918736513e-15,-2.0842905406034014e-11,225.18531754032588,53.19053131159768,0.1405255434252939,4.833248389125,-2.0838371085115278e-11,Coal Ret. 55y
2030,-4.167597356967735,0.20066767604336688,0.0,203.8794666881877,0.0,0.0,67.36772338173935,19.723500000000055,2.1923566120749647,1.753199999999997,106.24377619677799,15.77879999999999,0.0,-1.838317302180832,0.8400171000000001,44.52742683449401,-4.041445982661772,21.16107314859875,5.6342370768902586e-15,0.014944165201869093,203.8794666881877,89.28357999381437,1.9538676760433638,45.367443934494005,0.014944165201874728,Coal Ret. 55y
2035,-12.52584718513499,0.258245919045657,0.0,169.27489464502344,0.0,0.0,81.42720097952223,32.41785258989113,3.5756736634212136,1.7531999999999996,109.54888785933744,15.778799999999968,0.0,-3.2771694419725326,0.8400171000000003,103.93206838298708,-4.701517527799201,67.95275042886266,5.607887487713015e-15,0.09314789372589277,169.27489464502344,117.42072723283457,2.0114459190456566,104.77208548298708,0.09314789372589838,Coal Ret. 55y
2040,-31.881529338434053,0.24234671249998363,0.0,128.06166045872718,0.0,0.0,104.62596396516932,32.19219624497286,12.920861092215004,1.7531999999999979,119.21576541741902,15.778799999999984,0.0,-4.396008513070771,0.8400170999999996,166.33750568659607,-6.9400596017613845,148.09548518190553,0.009838118647426449,0.6512343790182966,128.06166045872718,149.7390213023572,1.9955467124999815,167.17752278659609,0.6610724976657231,Coal Ret. 55y
2020,0.0,0.1295176499999996,0.0,229.50357070618293,0.0,0.19578933080191718,11.233858781666973,0.0,3.4319496160244256,1.7531999999999996,67.60591574888,15.77879999999998,0.0,-0.05097729724283928,0.8400171000000003,4.56773038271617,-1.0702443688166732,7.68976554292816,5.836619187959968e-15,1.4746781573649063e-16,229.50357070618293,14.665808397691398,2.0785069808019165,5.40774748271617,5.984087003696458e-15,Coal Ret. 45y
2025,-0.20395820302197074,0.29340843749997986,0.0,182.62449006311886,0.0,0.03750901425032262,72.13944278285099,19.72350000000004,2.776801986292642,1.7531999999999983,97.88068195026729,15.77879999999998,0.0,-2.7345973466784197,0.8400171,4.567730382716171,-5.875495727114339,10.010843653819721,2.871307636098664e-15,-2.0842847212070476e-11,182.62449006311886,94.63974476914368,2.0841174517503007,5.407747482716171,-2.0839975904434378e-11,Coal Ret. 45y
2030,-10.639252480814953,0.25989626812161887,0.0,135.84557245567308,-6.092275082283839e-14,0.03005968438296275,83.41418105927465,21.446983097456332,3.0177373668920686,1.753199999999997,106.24377619677827,15.77879999999999,0.0,-2.9303429389717883,0.8400171,67.28637560243715,-5.653251064207767,50.60362109912888,5.4123150405871425e-15,0.014944165201869539,135.84557245567302,107.87890152362304,2.043155952504579,68.12639270243714,0.014944165201874951,Coal Ret. 45y
2035,-20.103798644967743,0.29478249562495423,0.0,66.49316341998146,0.0,0.024761627723720852,138.96969994781924,35.13829008462419,6.946428062330303,1.7531999999999996,111.64427225117485,15.778799999999968,0.0,-4.143723504753118,0.8332460089823753,115.03418897809469,-10.681866359312115,101.1885754640397,5.940941960602685e-15,0.10837156607064408,66.49316341998146,181.05441809477372,2.0727441233486745,115.86743498707706,0.10837156607065002,Coal Ret. 45y
2040,-39.766802872118156,0.3164097093749446,0.0,40.51734105129759,0.0,0.0,151.15852302358525,32.581959654808244,15.682279862578174,1.7531999999999979,119.21318924015682,15.778799999999984,0.0,-4.461932222879265,0.8400170999999995,179.31418576475264,-11.551220488584773,178.72314874970886,0.012414295909282974,0.5332684592566888,40.51734105129759,199.4227625409717,2.0696097093749426,180.15420286475265,0.5456827551659718,Coal Ret. 45y
2020,0.0,0.12951764999999907,0.0,229.17476257462366,0.0,0.18635400000000005,10.032334419061964,6.672659462007384e-16,3.7316151765070873,1.7531999999999996,67.60591574887981,15.77879999999998,0.0,-0.05097729724283932,0.8400171000000003,4.666021949411746,-1.0645196267200656,8.825851498620844,3.0668871886518897e-15,8.714806654097635e-17,229.17476257462366,13.763949595569052,2.069071649999999,5.506039049411747,3.154035255192866e-15,Clean 80%
2025,0.0,0.428052284999988,0.0,231.07013144141303,0.0,0.02995491909433772,21.04620328768472,15.500782576438732,0.1665020970780074,1.7531999999999983,102.05559948802721,15.77879999999998,0.0,-0.09179740572495243,0.8400170999999999,5.5680483772467575,-1.8378885988554796,9.523983023916092,3.445752128072855e-15,-2.0842827630581258e-11,231.07013144141303,36.71348796120146,2.211207204094324,6.408065477246757,-2.0839381878453184e-11,Clean 80%
2030,-1.5231297496534475,0.4253160374999986,6.333721103146672e-16,205.20320677054713,3.6088749766349797e-16,0.11445376978236742,21.710518370092878,15.036642569477095,0.9371559176963792,1.753199999999997,113.76335271433491,15.77879999999999,0.0011904,-1.7328104510740188,0.8400171,75.0959464330395,-2.596001510384188,31.136577267241694,3.7201104419182245e-15,0.06156189476470248,205.20320677054713,37.68431685726635,2.294160207282363,75.9359635330395,0.0615618947647062,Clean 80%
2035,-12.563928818755471,0.46578468992437416,0.0,170.47446634182717,2.7963054094470865e-15,0.05223599999999989,16.257329593017516,17.34895694090724,1.1952427171471451,1.7531999999999996,138.29375808378984,15.778799999999968,0.0,-3.6494231548272005,0.8400171000000002,123.63442490841751,-4.859022561972463,101.76970746785074,0.011059878063649014,0.48822259534382073,170.47446634182717,34.801529251071905,2.2712206899243736,124.47444200841751,0.49928247340746973,Clean 80%
2040,-38.626477411868734,0.4451277768749512,9.593622247016837e-15,104.75918888056047,2.6486845398616013e-15,0.012280613470658565,13.638430029802441,20.45114266063378,5.63260722048471,1.7531999999999979,152.31704188862508,15.778799999999984,0.0,-4.31411675726308,0.8312810999999998,182.90726753443815,-7.246397046877052,235.5010669167763,0.02786172490829967,4.466573242070371,104.75918888056049,39.72217991092093,2.2106083903456075,183.73854863443816,4.4944349669786705,Clean 80%
